TimePeriod,,GeoID,GeoRank,Geography,10th percentile mcg/m3,90th percentile mcg/m3,Mean,Indicator,IndicatorID
Annual Average 2010,,204,6,Highbridge and Concourse (CD4),10.9,11.7,11.2,PM 2.5,365
Annual Average 2010,,205,6,Fordham and University Heights (CD5),11,12,11.4,PM 2.5,365
Annual Average 2010,,206,6,Belmont and East Tremont (CD6),10,11.3,10.7,PM 2.5,365
Annual Average 2010,,207,6,Kingsbridge Heights and Bedford (CD7),10.2,11.2,10.7,PM 2.5,365
Annual Average 2010,,208,6,Riverdale and Fieldston (CD8),9.5,10.9,10.1,PM 2.5,365
Annual Average 2010,,209,6,Parkchester and Soundview (CD9),8.9,10.8,10,PM 2.5,365
Annual Average 2010,,210,6,Throgs Neck and Co-op City (CD10),8.5,10.5,9.5,PM 2.5,365
Annual Average 2010,,211,6,Morris Park and Bronxdale (CD11),9.3,9.9,9.7,PM 2.5,365
Annual Average 2010,,212,6,Williamsbridge and Baychester (CD12),9.3,10.1,9.6,PM 2.5,365
Annual Average 2010,,301,6,Greenpoint and Williamsburg (CD1),10,11.8,10.7,PM 2.5,365
Annual Average 2010,,302,6,Fort Greene and Brooklyn Heights (CD2),9.9,11.3,10.5,PM 2.5,365
Annual Average 2010,,303,6,Bedford Stuyvesant (CD3),9.5,10.4,9.9,PM 2.5,365
Annual Average 2010,,304,6,Bushwick (CD4),9.3,10.8,9.8,PM 2.5,365
Annual Average 2010,,305,6,East New York and Starrett City (CD5),8.9,10.9,9.7,PM 2.5,365
Annual Average 2010,,306,6,Park Slope and Carroll Gardens (CD6),9.6,11.4,10.4,PM 2.5,365
Annual Average 2010,,307,6,Sunset Park (CD7),9.4,11.3,10.3,PM 2.5,365
Annual Average 2010,,308,6,Crown Heights and Prospect Heights (CD8),9.7,10.3,10,PM 2.5,365
Annual Average 2010,,309,6,South Crown Heights and Lefferts Gardens (CD9),9.7,10.1,9.9,PM 2.5,365
Annual Average 2010,,310,6,Bay Ridge and Dyker Heights (CD10),8.9,10.2,9.4,PM 2.5,365
Annual Average 2010,,311,6,Bensonhurst (CD11),8.9,9.5,9.2,PM 2.5,365
Annual Average 2010,,312,6,Borough Park (CD12),9.3,9.9,9.6,PM 2.5,365
Annual Average 2010,,313,6,Coney Island (CD13),8.4,9.2,8.8,PM 2.5,365
Annual Average 2010,,314,6,Flatbush and Midwood (CD14),9.3,10.2,9.7,PM 2.5,365
Annual Average 2010,,315,6,Sheepshead Bay (CD15),8.4,9.4,8.9,PM 2.5,365
Annual Average 2010,,316,6,Brownsville (CD16),9.6,10.9,10,PM 2.5,365
Annual Average 2010,,317,6,East Flatbush (CD17),9.5,10.4,9.9,PM 2.5,365
Annual Average 2010,,318,6,Flatlands and Canarsie (CD18),8.4,10,9.1,PM 2.5,365
Annual Average 2010,,401,6,Long Island City and Astoria (CD1),8.7,10,9.4,PM 2.5,365
Annual Average 2010,,402,6,Woodside and Sunnyside (CD2),9.6,11.8,10.6,PM 2.5,365
Annual Average 2010,,403,6,Jackson Heights (CD3),8.8,9.7,9.2,PM 2.5,365
Annual Average 2010,,404,6,Elmhurst and Corona (CD4),9.3,10.4,9.8,PM 2.5,365
Annual Average 2010,,405,6,Ridgewood and Maspeth (CD5),8.9,11.1,9.7,PM 2.5,365
Annual Average 2010,,406,6,Rego Park and Forest Hills (CD6),9.3,10.5,9.8,PM 2.5,365
Annual Average 2010,,407,6,Flushing and Whitestone (CD7),8.8,10.2,9.4,PM 2.5,365
Annual Average 2010,,408,6,Hillcrest and Fresh Meadows (CD8),8.9,9.7,9.3,PM 2.5,365
Annual Average 2010,,409,6,Kew Gardens and Woodhaven (CD9),9.1,10,9.5,PM 2.5,365
Annual Average 2010,,410,6,South Ozone Park and Howard Beach (CD10),8.6,9.5,9,PM 2.5,365
Annual Average 2010,,411,6,Bayside and Little Neck (CD11),8.5,9.7,9,PM 2.5,365
Annual Average 2010,,412,6,Jamaica and Hollis (CD12),8.8,9.9,9.2,PM 2.5,365
Annual Average 2010,,413,6,Queens Village (CD13),8.3,9.1,8.7,PM 2.5,365
Annual Average 2010,,414,6,Rockaway and Broad Channel (CD14),7.8,8.1,8,PM 2.5,365
Annual Average 2010,,501,6,St. George and Stapleton (CD1),8.5,9.3,8.9,PM 2.5,365
Annual Average 2010,,502,6,South Beach and Willowbrook (CD2),8.3,9.6,8.8,PM 2.5,365
Annual Average 2010,,503,6,Tottenville and Great Kills (CD3),8.4,9.3,8.8,PM 2.5,365
Annual Average 2010,,1,1,Bronx,9.2,11.2,10.1,PM 2.5,365
Annual Average 2010,,2,1,Brooklyn,8.8,10.7,9.7,PM 2.5,365
Annual Average 2010,,3,1,Manhattan,10.2,14,11.6,PM 2.5,365
Annual Average 2010,,4,1,Queens,8.4,10.1,9.2,PM 2.5,365
Annual Average 2010,,5,1,Staten Island,8.3,9.4,8.8,PM 2.5,365
Annual Average 2010,,1,0,New York City,8.4,10.9,9.5,PM 2.5,365
Summer 2010,,101,6,Financial District (CD1),13.3,14.1,13.8,PM 2.5,365
Summer 2010,,102,6,Greenwich Village and Soho (CD2),12.9,14.2,13.7,PM 2.5,365
Summer 2010,,103,6,Lower East Side and Chinatown (CD3),12,14,12.9,PM 2.5,365
Summer 2010,,104,6,Clinton and Chelsea (CD4),12.8,15.4,14.1,PM 2.5,365
Summer 2010,,105,6,Midtown (CD5),15.1,17.1,16.1,PM 2.5,365
Summer 2010,,106,6,Stuyvesant Town and Turtle Bay (CD6),13,16.1,14.7,PM 2.5,365
Summer 2010,,107,6,Upper West Side (CD7),12.7,13.3,13,PM 2.5,365
Summer 2010,,108,6,Upper East Side (CD8),12.7,14.5,13.7,PM 2.5,365
Summer 2010,,109,6,Morningside Heights and Hamilton Heights (CD9),12.3,12.8,12.5,PM 2.5,365
Summer 2010,,110,6,Central Harlem (CD10),12.2,12.7,12.4,PM 2.5,365
Summer 2010,,111,6,East Harlem (CD11),12.3,13,12.6,PM 2.5,365
Summer 2010,,112,6,Washington Heights and Inwood (CD12),11.7,13.2,12.3,PM 2.5,365
Summer 2010,,201,6,Mott Haven and Melrose (CD1),12.4,13.8,13,PM 2.5,365
Summer 2010,,202,6,Hunts Point and Longwood (CD2),11.5,14,12.8,PM 2.5,365
Summer 2010,,203,6,Morrisania and Crotona (CD3),12,12.7,12.3,PM 2.5,365
Summer 2010,,204,6,Highbridge and Concourse (CD4),12.4,13.2,12.8,PM 2.5,365
Summer 2010,,205,6,Fordham and University Heights (CD5),12.4,13.5,12.8,PM 2.5,365
Summer 2010,,206,6,Belmont and East Tremont (CD6),11.8,13.1,12.4,PM 2.5,365
Summer 2010,,207,6,Kingsbridge Heights and Bedford (CD7),11.9,12.6,12.2,PM 2.5,365
Summer 2010,,208,6,Riverdale and Fieldston (CD8),11.4,12.5,11.8,PM 2.5,365
Summer 2010,,209,6,Parkchester and Soundview (CD9),11.2,12.8,12,PM 2.5,365
Summer 2010,,210,6,Throgs Neck and Co-op City (CD10),11.1,12.8,11.8,PM 2.5,365
Summer 2010,,211,6,Morris Park and Bronxdale (CD11),11.5,12,11.8,PM 2.5,365
Summer 2010,,212,6,Williamsbridge and Baychester (CD12),11.4,12.3,11.8,PM 2.5,365
Summer 2010,,301,6,Greenpoint and Williamsburg (CD1),12.6,14.4,13.4,PM 2.5,365
Summer 2010,,302,6,Fort Greene and Brooklyn Heights (CD2),12.1,13.5,12.7,PM 2.5,365
Summer 2010,,303,6,Bedford Stuyvesant (CD3),11.6,12.6,12,PM 2.5,365
Summer 2010,,304,6,Bushwick (CD4),11.5,13.2,12.1,PM 2.5,365
Summer 2010,,305,6,East New York and Starrett City (CD5),11.2,13,11.9,PM 2.5,365
Summer 2010,,306,6,Park Slope and Carroll Gardens (CD6),11.9,13.7,12.7,PM 2.5,365
Summer 2010,,307,6,Sunset Park (CD7),11.6,13.6,12.5,PM 2.5,365
Summer 2010,,308,6,Crown Heights and Prospect Heights (CD8),11.7,12.3,12,PM 2.5,365
Summer 2010,,309,6,South Crown Heights and Lefferts Gardens (CD9),11.6,12,11.8,PM 2.5,365
Summer 2010,,310,6,Bay Ridge and Dyker Heights (CD10),11.3,12.4,11.7,PM 2.5,365
Summer 2010,,311,6,Bensonhurst (CD11),11.3,11.7,11.5,PM 2.5,365
Summer 2010,,312,6,Borough Park (CD12),11.5,11.9,11.7,PM 2.5,365
Summer 2010,,313,6,Coney Island (CD13),11.1,11.6,11.3,PM 2.5,365
Summer 2010,,314,6,Flatbush and Midwood (CD14),11.5,12.1,11.7,PM 2.5,365
Summer 2010,,315,6,Sheepshead Bay (CD15),11,11.7,11.4,PM 2.5,365
Summer 2010,,316,6,Brownsville (CD16),11.6,13,12,PM 2.5,365
Summer 2010,,317,6,East Flatbush (CD17),11.6,12.4,11.9,PM 2.5,365
Summer 2010,,318,6,Flatlands and Canarsie (CD18),10.9,12.2,11.4,PM 2.5,365
Summer 2010,,401,6,Long Island City and Astoria (CD1),11.2,12.8,12.1,PM 2.5,365
Summer 2010,,402,6,Woodside and Sunnyside (CD2),12.2,14.7,13.3,PM 2.5,365
Summer 2010,,403,6,Jackson Heights (CD3),11.3,11.9,11.6,PM 2.5,365
Summer 2010,,404,6,Elmhurst and Corona (CD4),11.6,12.6,12,PM 2.5,365
Summer 2010,,405,6,Ridgewood and Maspeth (CD5),11.2,13.6,12,PM 2.5,365
Summer 2010,,406,6,Rego Park and Forest Hills (CD6),11.3,12.5,11.8,PM 2.5,365
Summer 2010,,407,6,Flushing and Whitestone (CD7),11,12.5,11.6,PM 2.5,365
Summer 2010,,408,6,Hillcrest and Fresh Meadows (CD8),11.1,11.8,11.4,PM 2.5,365
Summer 2010,,409,6,Kew Gardens and Woodhaven (CD9),11.2,12.1,11.6,PM 2.5,365
Summer 2010,,410,6,South Ozone Park and Howard Beach (CD10),10.9,11.6,11.2,PM 2.5,365
Summer 2010,,411,6,Bayside and Little Neck (CD11),10.9,11.9,11.2,PM 2.5,365
Summer 2010,,412,6,Jamaica and Hollis (CD12),10.9,11.9,11.4,PM 2.5,365
Summer 2010,,413,6,Queens Village (CD13),10.7,11.4,11,PM 2.5,365
Summer 2010,,414,6,Rockaway and Broad Channel (CD14),10.6,10.8,10.7,PM 2.5,365
Summer 2010,,501,6,St. George and Stapleton (CD1),11.2,12,11.6,PM 2.5,365
Summer 2010,,502,6,South Beach and Willowbrook (CD2),11.1,12.2,11.5,PM 2.5,365
Summer 2010,,503,6,Tottenville and Great Kills (CD3),11,11.7,11.3,PM 2.5,365
Summer 2010,,1,1,Bronx,11.4,13,12.1,PM 2.5,365
Summer 2010,,2,1,Brooklyn,11.2,13.1,12,PM 2.5,365
Summer 2010,,3,1,Manhattan,12.2,15.3,13.4,PM 2.5,365
Summer 2010,,4,1,Queens,10.8,12.4,11.5,PM 2.5,365
Summer 2010,,5,1,Staten Island,11,12,11.4,PM 2.5,365
Summer 2010,,1,0,New York City,11,13,11.8,PM 2.5,365
Winter 2009,10,101,6,Financial District (CD1),11.4,13,12.3,PM 2.5,365
Winter 2009,10,102,6,Greenwich Village and Soho (CD2),10,12.3,11.5,PM 2.5,365
Winter 2009,10,103,6,Lower East Side and Chinatown (CD3),9,11.9,10.4,PM 2.5,365
Winter 2009,10,104,6,Clinton and Chelsea (CD4),9.6,13.9,11.7,PM 2.5,365
Winter 2009,10,105,6,Midtown (CD5),13.9,17.6,15.8,PM 2.5,365
Winter 2009,10,106,6,Stuyvesant Town and Turtle Bay (CD6),10.3,15.6,13,PM 2.5,365
Winter 2009,10,107,6,Upper West Side (CD7),10.6,11.9,11.2,PM 2.5,365
Winter 2009,10,108,6,Upper East Side (CD8),10.2,13.2,11.9,PM 2.5,365
Winter 2009,10,109,6,Morningside Heights and Hamilton Heights (CD9),11.2,11.9,11.6,PM 2.5,365
Winter 2009,10,110,6,Central Harlem (CD10),11,11.9,11.5,PM 2.5,365
Winter 2009,10,111,6,East Harlem (CD11),10.3,11.2,10.8,PM 2.5,365
Winter 2009,10,112,6,Washington Heights and Inwood (CD12),11.5,13.3,12.2,PM 2.5,365
Winter 2009,10,201,6,Mott Haven and Melrose (CD1),11.1,12.2,11.6,PM 2.5,365
Winter 2009,10,202,6,Hunts Point and Longwood (CD2),9.7,12.6,11.4,PM 2.5,365
Winter 2009,10,203,6,Morrisania and Crotona (CD3),11.2,12.1,11.6,PM 2.5,365
Winter 2009,10,204,6,Highbridge and Concourse (CD4),12.1,13.1,12.5,PM 2.5,365
Winter 2009,10,205,6,Fordham and University Heights (CD5),12.4,13.4,12.8,PM 2.5,365
Winter 2009,10,206,6,Belmont and East Tremont (CD6),11.1,12.5,11.8,PM 2.5,365
Winter 2009,10,207,6,Kingsbridge Heights and Bedford (CD7),11.3,12.7,12,PM 2.5,365
Winter 2009,10,208,6,Riverdale and Fieldston (CD8),10.8,12.4,11.5,PM 2.5,365
Winter 2009,10,209,6,Parkchester and Soundview (CD9),9.4,11.6,10.6,PM 2.5,365
Winter 2009,10,210,6,Throgs Neck and Co-op City (CD10),8.5,10.9,9.8,PM 2.5,365
Winter 2009,10,211,6,Morris Park and Bronxdale (CD11),9.9,10.8,10.4,PM 2.5,365
Winter 2009,10,212,6,Williamsbridge and Baychester (CD12),9.9,10.8,10.3,PM 2.5,365
Winter 2009,10,301,6,Greenpoint and Williamsburg (CD1),9.6,11.6,10.4,PM 2.5,365
Winter 2009,10,302,6,Fort Greene and Brooklyn Heights (CD2),9.8,11.4,10.6,PM 2.5,365
Winter 2009,10,303,6,Bedford Stuyvesant (CD3),9.8,10.5,10.1,PM 2.5,365
Winter 2009,10,304,6,Bushwick (CD4),9.5,10.9,10,PM 2.5,365
Winter 2009,10,305,6,East New York and Starrett City (CD5),9.3,11.4,10.2,PM 2.5,365
Winter 2009,10,306,6,Park Slope and Carroll Gardens (CD6),9.8,11.6,10.7,PM 2.5,365
Winter 2009,10,307,6,Sunset Park (CD7),9.8,11.7,10.7,PM 2.5,365
Winter 2009,10,308,6,Crown Heights and Prospect Heights (CD8),10.1,10.6,10.3,PM 2.5,365
Winter 2009,10,309,6,South Crown Heights and Lefferts Gardens (CD9),10.2,10.6,10.4,PM 2.5,365
Winter 2009,10,310,6,Bay Ridge and Dyker Heights (CD10),9.2,10.6,9.8,PM 2.5,365
Winter 2009,10,311,6,Bensonhurst (CD11),9.2,9.8,9.5,PM 2.5,365
Winter 2009,10,312,6,Borough Park (CD12),9.7,10.4,10.1,PM 2.5,365
Winter 2009,10,313,6,Coney Island (CD13),8.4,9.3,8.8,PM 2.5,365
Winter 2009,10,314,6,Flatbush and Midwood (CD14),9.7,10.8,10.2,PM 2.5,365
Winter 2009,10,315,6,Sheepshead Bay (CD15),8.4,9.7,9.1,PM 2.5,365
Winter 2009,10,316,6,Brownsville (CD16),10,11.4,10.4,PM 2.5,365
Winter 2009,10,317,6,East Flatbush (CD17),9.9,10.9,10.3,PM 2.5,365
Winter 2009,10,318,6,Flatlands and Canarsie (CD18),8.5,10.4,9.4,PM 2.5,365
Winter 2009,10,401,6,Long Island City and Astoria (CD1),8.9,9.7,9.3,PM 2.5,365
Winter 2009,10,402,6,Woodside and Sunnyside (CD2),9.3,11.4,10.2,PM 2.5,365
Winter 2009,10,403,6,Jackson Heights (CD3),8.8,9.7,9.3,PM 2.5,365
Winter 2009,10,404,6,Elmhurst and Corona (CD4),9.4,10.6,9.9,PM 2.5,365
Winter 2009,10,405,6,Ridgewood and Maspeth (CD5),9,11,9.8,PM 2.5,365
Winter 2009,10,406,6,Rego Park and Forest Hills (CD6),9.6,10.8,10.1,PM 2.5,365
Winter 2009,10,407,6,Flushing and Whitestone (CD7),9,10.5,9.6,PM 2.5,365
Winter 2009,10,408,6,Hillcrest and Fresh Meadows (CD8),9.2,10.1,9.6,PM 2.5,365
Winter 2009,10,409,6,Kew Gardens and Woodhaven (CD9),9.5,10.5,9.9,PM 2.5,365
Winter 2009,10,410,6,South Ozone Park and Howard Beach (CD10),9,10,9.5,PM 2.5,365
Winter 2009,10,411,6,Bayside and Little Neck (CD11),8.6,9.8,9.1,PM 2.5,365
Winter 2009,10,412,6,Jamaica and Hollis (CD12),9.1,10.4,9.6,PM 2.5,365
Winter 2009,10,413,6,Queens Village (CD13),8.4,9.4,8.9,PM 2.5,365
Winter 2009,10,414,6,Rockaway and Broad Channel (CD14),7.6,8.2,7.9,PM 2.5,365
Winter 2009,10,501,6,St. George and Stapleton (CD1),8.8,9.6,9.2,PM 2.5,365
Winter 2009,10,502,6,South Beach and Willowbrook (CD2),8.4,9.9,9,PM 2.5,365
Winter 2009,10,503,6,Tottenville and Great Kills (CD3),8.5,9.8,9.1,PM 2.5,365
Winter 2009,10,1,1,Bronx,9.6,12.4,10.9,PM 2.5,365
Winter 2009,10,2,1,Brooklyn,9,10.9,10,PM 2.5,365
Winter 2009,10,3,1,Manhattan,10.2,14,12,PM 2.5,365
Winter 2009,10,4,1,Queens,8.5,10.3,9.4,PM 2.5,365
Winter 2009,10,5,1,Staten Island,8.5,9.8,9.1,PM 2.5,365
Winter 2009,10,1,0,New York City,8.6,11.5,9.9,PM 2.5,365
Annual Average 2009,,101,6,Financial District (CD1),12.5,13.5,13,PM 2.5,365
Annual Average 2009,,102,6,Greenwich Village and Soho (CD2),11.8,13.4,12.8,PM 2.5,365
Annual Average 2009,,103,6,Lower East Side and Chinatown (CD3),10.7,13.1,11.8,PM 2.5,365
Annual Average 2009,,104,6,Clinton and Chelsea (CD4),11.6,14.9,13.2,PM 2.5,365
Annual Average 2009,,105,6,Midtown (CD5),14.7,17.4,16.1,PM 2.5,365
Annual Average 2009,,106,6,Stuyvesant Town and Turtle Bay (CD6),12,16,14.1,PM 2.5,365
Annual Average 2009,,107,6,Upper West Side (CD7),11.8,12.4,12.2,PM 2.5,365
Annual Average 2009,,108,6,Upper East Side (CD8),11.6,13.9,12.9,PM 2.5,365
Annual Average 2009,,109,6,Morningside Heights and Hamilton Heights (CD9),11.4,12.1,11.7,PM 2.5,365
Annual Average 2009,,110,6,Central Harlem (CD10),11.3,11.9,11.6,PM 2.5,365
Annual Average 2009,,111,6,East Harlem (CD11),11.2,11.9,11.5,PM 2.5,365
Annual Average 2009,,112,6,Washington Heights and Inwood (CD12),10.9,12.5,11.6,PM 2.5,365
Annual Average 2009,,201,6,Mott Haven and Melrose (CD1),11.3,12.6,11.9,PM 2.5,365
Annual Average 2009,,202,6,Hunts Point and Longwood (CD2),10.2,12.8,11.6,PM 2.5,365
Annual Average 2009,,203,6,Morrisania and Crotona (CD3),11,11.8,11.4,PM 2.5,365
Annual Average 2009,,204,6,Highbridge and Concourse (CD4),11.6,12.4,12,PM 2.5,365
Annual Average 2009,,205,6,Fordham and University Heights (CD5),11.7,12.7,12.1,PM 2.5,365
Annual Average 2009,,206,6,Belmont and East Tremont (CD6),10.9,12.1,11.5,PM 2.5,365
Annual Average 2009,,207,6,Kingsbridge Heights and Bedford (CD7),11.1,12,11.5,PM 2.5,365
Annual Average 2009,,208,6,Riverdale and Fieldston (CD8),10.5,11.8,11,PM 2.5,365
Annual Average 2009,,209,6,Parkchester and Soundview (CD9),9.9,11.6,10.8,PM 2.5,365
Annual Average 2009,,210,6,Throgs Neck and Co-op City (CD10),9.6,11.5,10.5,PM 2.5,365
Annual Average 2009,,211,6,Morris Park and Bronxdale (CD11),10.3,10.8,10.6,PM 2.5,365
Annual Average 2009,,212,6,Williamsbridge and Baychester (CD12),10.3,11.1,10.6,PM 2.5,365
Annual Average 2009,,301,6,Greenpoint and Williamsburg (CD1),11.3,13,12,PM 2.5,365
Annual Average 2009,,302,6,Fort Greene and Brooklyn Heights (CD2),11,12.3,11.6,PM 2.5,365
Annual Average 2009,,303,6,Bedford Stuyvesant (CD3),10.4,11.4,10.8,PM 2.5,365
Annual Average 2009,,304,6,Bushwick (CD4),10.2,11.9,10.8,PM 2.5,365
Annual Average 2009,,305,6,East New York and Starrett City (CD5),9.8,11.7,10.5,PM 2.5,365
Annual Average 2009,,306,6,Park Slope and Carroll Gardens (CD6),10.6,12.4,11.4,PM 2.5,365
Annual Average 2009,,307,6,Sunset Park (CD7),10.2,12.2,11.1,PM 2.5,365
Annual Average 2009,,308,6,Crown Heights and Prospect Heights (CD8),10.5,11.1,10.8,PM 2.5,365
Annual Average 2009,,309,6,South Crown Heights and Lefferts Gardens (CD9),10.4,10.8,10.6,PM 2.5,365
Annual Average 2009,,310,6,Bay Ridge and Dyker Heights (CD10),9.7,10.9,10.2,PM 2.5,365
Annual Average 2009,,311,6,Bensonhurst (CD11),9.6,10.1,9.8,PM 2.5,365
Annual Average 2009,,312,6,Borough Park (CD12),10,10.6,10.3,PM 2.5,365
Annual Average 2009,,313,6,Coney Island (CD13),9.1,9.8,9.4,PM 2.5,365
Annual Average 2009,,314,6,Flatbush and Midwood (CD14),9.9,10.8,10.3,PM 2.5,365
Annual Average 2009,,315,6,Sheepshead Bay (CD15),9.1,10.1,9.6,PM 2.5,365
Annual Average 2009,,316,6,Brownsville (CD16),10.3,11.7,10.8,PM 2.5,365
Annual Average 2009,,317,6,East Flatbush (CD17),10.2,11.1,10.6,PM 2.5,365
Annual Average 2009,,318,6,Flatlands and Canarsie (CD18),9.1,10.7,9.8,PM 2.5,365
Annual Average 2009,,401,6,Long Island City and Astoria (CD1),9.8,11.4,10.7,PM 2.5,365
Annual Average 2009,,402,6,Woodside and Sunnyside (CD2),10.8,13.2,11.9,PM 2.5,365
Annual Average 2009,,403,6,Jackson Heights (CD3),9.9,10.7,10.3,PM 2.5,365
Annual Average 2009,,404,6,Elmhurst and Corona (CD4),10.2,11.3,10.7,PM 2.5,365
Annual Average 2009,,405,6,Ridgewood and Maspeth (CD5),9.8,12.2,10.7,PM 2.5,365
Annual Average 2009,,406,6,Rego Park and Forest Hills (CD6),10.1,11.3,10.6,PM 2.5,365
Annual Average 2009,,407,6,Flushing and Whitestone (CD7),9.6,11.1,10.2,PM 2.5,365
Annual Average 2009,,408,6,Hillcrest and Fresh Meadows (CD8),9.6,10.4,10,PM 2.5,365
Annual Average 2009,,409,6,Kew Gardens and Woodhaven (CD9),9.9,10.8,10.2,PM 2.5,365
Annual Average 2009,,410,6,South Ozone Park and Howard Beach (CD10),9.3,10.2,9.8,PM 2.5,365
Annual Average 2009,,411,6,Bayside and Little Neck (CD11),9.3,10.4,9.7,PM 2.5,365
Annual Average 2009,,412,6,Jamaica and Hollis (CD12),9.4,10.6,9.9,PM 2.5,365
Annual Average 2009,,413,6,Queens Village (CD13),9.1,9.8,9.4,PM 2.5,365
Annual Average 2009,,414,6,Rockaway and Broad Channel (CD14),8.6,8.9,8.8,PM 2.5,365
Annual Average 2009,,501,6,St. George and Stapleton (CD1),9.6,10.5,10,PM 2.5,365
Annual Average 2009,,502,6,South Beach and Willowbrook (CD2),9.3,10.8,9.8,PM 2.5,365
Annual Average 2009,,503,6,Tottenville and Great Kills (CD3),9.3,10.2,9.7,PM 2.5,365
Annual Average 2009,,1,1,Bronx,10.2,12,11,PM 2.5,365
Annual Average 2009,,2,1,Brooklyn,9.5,11.8,10.5,PM 2.5,365
Annual Average 2009,,3,1,Manhattan,11.2,14.9,12.6,PM 2.5,365
Annual Average 2009,,4,1,Queens,9.1,11,10,PM 2.5,365
Annual Average 2009,,5,1,Staten Island,9.3,10.5,9.8,PM 2.5,365
Annual Average 2009,,1,0,New York City,9.3,11.9,10.4,PM 2.5,365
Summer 2009,,101,6,Financial District (CD1),12.6,13.6,13.2,PM 2.5,365
Summer 2009,,102,6,Greenwich Village and Soho (CD2),12,13.5,13,PM 2.5,365
Summer 2009,,103,6,Lower East Side and Chinatown (CD3),11,13.2,12,PM 2.5,365
Summer 2009,,104,6,Clinton and Chelsea (CD4),11.8,14.9,13.3,PM 2.5,365
Summer 2009,,105,6,Midtown (CD5),14.7,17.3,16,PM 2.5,365
Summer 2009,,106,6,Stuyvesant Town and Turtle Bay (CD6),12.2,15.9,14.2,PM 2.5,365
Summer 2009,,107,6,Upper West Side (CD7),11.7,12.5,12.1,PM 2.5,365
Summer 2009,,108,6,Upper East Side (CD8),11.7,13.9,12.9,PM 2.5,365
Summer 2009,,109,6,Morningside Heights and Hamilton Heights (CD9),11.1,11.9,11.4,PM 2.5,365
Summer 2009,,110,6,Central Harlem (CD10),11.1,11.7,11.3,PM 2.5,365
Summer 2009,,111,6,East Harlem (CD11),11.1,11.9,11.5,PM 2.5,365
Summer 2009,,112,6,Washington Heights and Inwood (CD12),10.3,12,11,PM 2.5,365
Summer 2009,,201,6,Mott Haven and Melrose (CD1),11.1,12.5,11.7,PM 2.5,365
Summer 2009,,202,6,Hunts Point and Longwood (CD2),10.1,12.7,11.5,PM 2.5,365
Summer 2009,,203,6,Morrisania and Crotona (CD3),10.7,11.4,11,PM 2.5,365
Summer 2009,,204,6,Highbridge and Concourse (CD4),11.2,12,11.6,PM 2.5,365
Summer 2009,,205,6,Fordham and University Heights (CD5),11.1,12.2,11.6,PM 2.5,365
Summer 2009,,206,6,Belmont and East Tremont (CD6),10.5,11.8,11,PM 2.5,365
Summer 2009,,207,6,Kingsbridge Heights and Bedford (CD7),10.6,11.4,10.9,PM 2.5,365
Summer 2009,,208,6,Riverdale and Fieldston (CD8),9.8,11.2,10.4,PM 2.5,365
Summer 2009,,209,6,Parkchester and Soundview (CD9),9.8,11.4,10.6,PM 2.5,365
Summer 2009,,210,6,Throgs Neck and Co-op City (CD10),9.5,11.3,10.4,PM 2.5,365
Summer 2009,,211,6,Morris Park and Bronxdale (CD11),10,10.6,10.3,PM 2.5,365
Summer 2009,,212,6,Williamsbridge and Baychester (CD12),9.9,10.8,10.2,PM 2.5,365
Summer 2009,,301,6,Greenpoint and Williamsburg (CD1),11.5,13.2,12.3,PM 2.5,365
Summer 2009,,302,6,Fort Greene and Brooklyn Heights (CD2),11.1,12.5,11.7,PM 2.5,365
Summer 2009,,303,6,Bedford Stuyvesant (CD3),10.6,11.6,11,PM 2.5,365
Summer 2009,,304,6,Bushwick (CD4),10.3,12.1,11,PM 2.5,365
Summer 2009,,305,6,East New York and Starrett City (CD5),10,11.9,10.7,PM 2.5,365
Summer 2009,,306,6,Park Slope and Carroll Gardens (CD6),10.9,12.6,11.7,PM 2.5,365
Summer 2009,,307,6,Sunset Park (CD7),10.5,12.5,11.5,PM 2.5,365
Summer 2009,,308,6,Crown Heights and Prospect Heights (CD8),10.7,11.3,11,PM 2.5,365
Summer 2009,,309,6,South Crown Heights and Lefferts Gardens (CD9),10.6,11,10.8,PM 2.5,365
Summer 2009,,310,6,Bay Ridge and Dyker Heights (CD10),10.3,11.5,10.8,PM 2.5,365
Summer 2009,,311,6,Bensonhurst (CD11),10.4,10.7,10.5,PM 2.5,365
Summer 2009,,312,6,Borough Park (CD12),10.6,10.9,10.8,PM 2.5,365
Summer 2009,,313,6,Coney Island (CD13),10.1,10.7,10.4,PM 2.5,365
Summer 2009,,314,6,Flatbush and Midwood (CD14),10.5,11.1,10.8,PM 2.5,365
Summer 2009,,315,6,Sheepshead Bay (CD15),10,10.8,10.4,PM 2.5,365
Summer 2009,,316,6,Brownsville (CD16),10.5,11.9,11,PM 2.5,365
Summer 2009,,317,6,East Flatbush (CD17),10.5,11.4,10.9,PM 2.5,365
Summer 2009,,318,6,Flatlands and Canarsie (CD18),9.8,11.1,10.3,PM 2.5,365
Summer 2009,,401,6,Long Island City and Astoria (CD1),9.8,11.6,10.8,PM 2.5,365
Summer 2009,,402,6,Woodside and Sunnyside (CD2),11,13.5,12.1,PM 2.5,365
Summer 2009,,403,6,Jackson Heights (CD3),10,10.8,10.4,PM 2.5,365
Summer 2009,,404,6,Elmhurst and Corona (CD4),10.3,11.4,10.8,PM 2.5,365
